TYPE,RATE_ID,MANAGEMENT_UNIT_CODE,MANAGEMENT_UNIT_NAME,SPECIES_GROUP_CODE,SPECIES_GROUP_NAME,RATE_TYPE_CODE,RATE_TYPE_NAME,RATE,EFFECTIVE_DATE,EXPIRY_DATE
RATE,235,443,Wabadowgong Noopming Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,236,443,Wabadowgong Noopming Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,237,443,Wabadowgong Noopming Forest,POP,Poplar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,238,443,Wabadowgong Noopming Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,7,1042026,31032027
RATE,239,443,Wabadowgong Noopming Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,7,1042026,31032027
RATE,240,443,Wabadowgong Noopming Forest,WBR,White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,241,451,Algonquin Park Forest,CON,Conifer,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,242,451,Algonquin Park Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,2.5,1042026,31032027
RATE,243,451,Algonquin Park Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,244,451,Algonquin Park Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,2.5,1042026,31032027
RATE,245,451,Algonquin Park Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,246,451,Algonquin Park Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,247,451,Algonquin Park Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,248,451,Algonquin Park Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,249,451,Algonquin Park Forest,POP,Poplar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,250,451,Algonquin Park Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,12.25,1042026,31032027
RATE,251,451,Algonquin Park Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,4.75,1042026,31032027
RATE,252,451,Algonquin Park Forest,WBR,White Birch,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,253,490,Whiskey Jack Forest,CON,Conifer,FRC,Forest Renewal Charge,3.31,1042026,31032027
RATE,254,490,Whiskey Jack Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,3.31,1042026,31032027
RATE,255,490,Whiskey Jack Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8.82,1042026,31032027
RATE,256,490,Whiskey Jack Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.66,1042026,31032027
RATE,257,490,Whiskey Jack Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.66,1042026,31032027
RATE,258,490,Whiskey Jack Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,3.53,1042026,31032027
RATE,259,490,Whiskey Jack Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,1.16,1042026,31032027
RATE,260,490,Whiskey Jack Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,6.62,1042026,31032027
RATE,261,490,Whiskey Jack Forest,POP,Poplar,FRC,Forest Renewal Charge,1.16,1042026,31032027
RATE,262,490,Whiskey Jack Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,9.38,1042026,31032027
RATE,263,490,Whiskey Jack Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,9.38,1042026,31032027
RATE,264,490,Whiskey Jack Forest,WBR,White Birch,FRC,Forest Renewal Charge,1.16,1042026,31032027
RATE,265,535,Dryden Forest,CON,Conifer,FRC,Forest Renewal Charge,6.75,1042026,31032027
RATE,266,535,Dryden Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,6.75,1042026,31032027
RATE,267,535,Dryden Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,268,535,Dryden Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,269,535,Dryden Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,270,535,Dryden Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,271,535,Dryden Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,272,535,Dryden Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,5.5,1042026,31032027
RATE,273,535,Dryden Forest,POP,Poplar,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,274,535,Dryden Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,6.75,1042026,31032027
RATE,275,535,Dryden Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6.75,1042026,31032027
RATE,276,535,Dryden Forest,WBR,White Birch,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,277,574,Missinaibi Forest,CON,Conifer,FRC,Forest Renewal Charge,3,1042026,31032027
RATE,277,509,Martel Forest,CON,Conifer,FRC,Forest Renewal Charge,3,1042026,31032027
RATE,278,509,Martel Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,278,574,Missinaibi Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,279,509,Martel Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,279,574,Missinaibi Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,280,509,Martel Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,280,574,Missinaibi Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,281,509,Martel Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,281,574,Missinaibi Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,282,574,Missinaibi Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,282,509,Martel Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,283,509,Martel Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,283,574,Missinaibi Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,284,509,Martel Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,284,574,Missinaibi Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,285,574,Missinaibi Forest,POP,Poplar,FRC,Forest Renewal Charge,0.4,1042026,31032027
RATE,285,509,Martel Forest,POP,Poplar,FRC,Forest Renewal Charge,0.4,1042026,31032027
RATE,286,509,Martel Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,5,1042026,31032027
RATE,286,574,Missinaibi Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,5,1042026,31032027
RATE,287,574,Missinaibi Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,5,1042026,31032027
RATE,287,509,Martel Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,5,1042026,31032027
RATE,288,574,Missinaibi Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.4,1042026,31032027
RATE,288,509,Martel Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.4,1042026,31032027
RATE,289,601,Hearst Forest,CON,Conifer,FRC,Forest Renewal Charge,7.25,1042026,31052026
RATE,290,601,Hearst Forest,CON,Conifer,FRC,Forest Renewal Charge,6.75,1062026,31032027
RATE,291,601,Hearst Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,292,601,Hearst Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,293,601,Hearst Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,294,601,Hearst Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,295,601,Hearst Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,296,601,Hearst Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,297,601,Hearst Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,298,601,Hearst Forest,POP,Poplar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,299,601,Hearst Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,300,601,Hearst Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,301,601,Hearst Forest,WBR,White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,302,615,Algoma Forest,CON,Conifer,FRC,Forest Renewal Charge,4.62,1042026,31032027
RATE,303,615,Algoma Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,1.76,1042026,31032027
RATE,304,615,Algoma Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,3.2,1042026,31032027
RATE,305,615,Algoma Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.22,1042026,31032027
RATE,306,615,Algoma Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.83,1042026,31032027
RATE,307,615,Algoma Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,4.51,1042026,31032027
RATE,308,615,Algoma Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.68,1042026,31032027
RATE,309,615,Algoma Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,4.51,1042026,31032027
RATE,310,615,Algoma Forest,POP,Poplar,FRC,Forest Renewal Charge,0.49,1042026,31032027
RATE,311,615,Algoma Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,4.85,1042026,31032027
RATE,312,615,Algoma Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,4.85,1042026,31032027
RATE,313,615,Algoma Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.49,1042026,31032027
RATE,314,644,Kenora Forest,CON,Conifer,FRC,Forest Renewal Charge,6.62,1042026,31032027
RATE,315,644,Kenora Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,3.31,1042026,31032027
RATE,316,644,Kenora Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8.82,1042026,31032027
RATE,317,644,Kenora Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.66,1042026,31032027
RATE,318,644,Kenora Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.66,1042026,31032027
RATE,319,644,Kenora Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,3.53,1042026,31032027
RATE,320,644,Kenora Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,1.16,1042026,31032027
RATE,321,644,Kenora Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,6.62,1042026,31032027
RATE,322,644,Kenora Forest,POP,Poplar,FRC,Forest Renewal Charge,1.16,1042026,31032027
RATE,323,644,Kenora Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,9.38,1042026,31032027
RATE,324,644,Kenora Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,9.38,1042026,31032027
RATE,325,644,Kenora Forest,WBR,White Birch,FRC,Forest Renewal Charge,1.16,1042026,31032027
RATE,326,680,Northshore Forest,CON,Conifer,FRC,Forest Renewal Charge,4.74,1042026,31032027
RATE,327,680,Northshore Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,4.16,1042026,31032027
RATE,328,680,Northshore Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,4.16,1042026,31032027
RATE,329,680,Northshore Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.41,1042026,31032027
RATE,330,680,Northshore Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.62,1042026,31032027
RATE,331,680,Northshore Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.62,1042026,31032027
RATE,332,680,Northshore Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.62,1042026,31032027
RATE,333,680,Northshore Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.62,1042026,31032027
RATE,334,680,Northshore Forest,POP,Poplar,FRC,Forest Renewal Charge,0.62,1042026,31032027
RATE,335,680,Northshore Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,8.28,1042026,31032027
RATE,336,680,Northshore Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,4,1042026,31032027
RATE,337,680,Northshore Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.62,1042026,31032027
RATE,338,702,Lac Seul Forest,CON,Conifer,FRC,Forest Renewal Charge,5.5,1042026,31032027
RATE,339,702,Lac Seul Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,340,702,Lac Seul Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,341,702,Lac Seul Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,342,702,Lac Seul Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,343,702,Lac Seul Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,344,702,Lac Seul Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,345,702,Lac Seul Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,346,702,Lac Seul Forest,POP,Poplar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,347,702,Lac Seul Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,348,702,Lac Seul Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,349,702,Lac Seul Forest,WBR,White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,350,754,Nipissing Forest,CON,Conifer,FRC,Forest Renewal Charge,5.53,1042026,31032027
RATE,351,754,Nipissing Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,0.52,1042026,31032027
RATE,352,754,Nipissing Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,7.44,1042026,31032027
RATE,353,754,Nipissing Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.57,1042026,31032027
RATE,354,754,Nipissing Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.2,1042026,31032027
RATE,355,754,Nipissing Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,2.34,1042026,31032027
RATE,356,754,Nipissing Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.4,1042026,31032027
RATE,357,754,Nipissing Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,4.8,1042026,31032027
RATE,358,754,Nipissing Forest,POP,Poplar,FRC,Forest Renewal Charge,0.59,1042026,31032027
RATE,359,754,Nipissing Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,360,754,Nipissing Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,5.76,1042026,31032027
RATE,361,754,Nipissing Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.59,1042026,31032027
RATE,362,780,Ottawa Valley Forest,CON,Conifer,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,363,780,Ottawa Valley Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,364,780,Ottawa Valley Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,365,780,Ottawa Valley Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,366,780,Ottawa Valley Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,367,780,Ottawa Valley Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,1.8,1042026,31032027
RATE,368,780,Ottawa Valley Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,369,780,Ottawa Valley Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,370,780,Ottawa Valley Forest,POP,Poplar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,371,780,Ottawa Valley Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,372,780,Ottawa Valley Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,2,1042026,31032027
RATE,373,780,Ottawa Valley Forest,WBR,White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,374,796,Lakehead Forest,CON,Conifer,FRC,Forest Renewal Charge,6.5,1042026,31032027
RATE,375,796,Lakehead Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,376,796,Lakehead Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,377,796,Lakehead Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,378,796,Lakehead Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,379,796,Lakehead Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,3,1042026,31032027
RATE,380,796,Lakehead Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,1.75,1042026,31032027
RATE,381,796,Lakehead Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,382,796,Lakehead Forest,POP,Poplar,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,383,796,Lakehead Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,384,796,Lakehead Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,385,796,Lakehead Forest,WBR,White Birch,FRC,Forest Renewal Charge,1,1042026,31032027
RATE,386,816,Lake Nipigon Forest,CON,Conifer,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,387,816,Lake Nipigon Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,5.2,1042026,31032027
RATE,388,816,Lake Nipigon Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,389,816,Lake Nipigon Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,390,816,Lake Nipigon Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,391,816,Lake Nipigon Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,1.75,1042026,31032027
RATE,392,816,Lake Nipigon Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,393,816,Lake Nipigon Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,2.5,1042026,31032027
RATE,394,816,Lake Nipigon Forest,POP,Poplar,FRC,Forest Renewal Charge,0.65,1042026,31032027
RATE,395,816,Lake Nipigon Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,6.2,1042026,31032027
RATE,396,816,Lake Nipigon Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6.2,1042026,31032027
RATE,397,816,Lake Nipigon Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.65,1042026,31032027
RATE,398,840,Red Lake Forest,CON,Conifer,FRC,Forest Renewal Charge,5.85,1042026,31032027
RATE,399,840,Red Lake Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,3.5,1042026,31032027
RATE,400,840,Red Lake Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,401,840,Red Lake Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,402,840,Red Lake Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,403,840,Red Lake Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,2.25,1042026,31032027
RATE,404,840,Red Lake Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,405,840,Red Lake Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,4,1042026,31032027
RATE,406,840,Red Lake Forest,POP,Poplar,FRC,Forest Renewal Charge,0.9,1042026,31032027
RATE,407,840,Red Lake Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,408,840,Red Lake Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,409,840,Red Lake Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.9,1042026,31032027
RATE,410,889,Sudbury Forest,CON,Conifer,FRC,Forest Renewal Charge,5.49,1042026,31032027
RATE,411,889,Sudbury Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,0.69,1042026,31032027
RATE,412,889,Sudbury Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8.78,1042026,31032027
RATE,413,889,Sudbury Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.65,1042026,31032027
RATE,414,889,Sudbury Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.14,1042026,31032027
RATE,415,889,Sudbury Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,1.77,1042026,31032027
RATE,416,889,Sudbury Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.38,1042026,31032027
RATE,417,889,Sudbury Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,3.8,1042026,31032027
RATE,418,889,Sudbury Forest,POP,Poplar,FRC,Forest Renewal Charge,0.69,1042026,31032027
RATE,419,889,Sudbury Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,10.98,1042026,31032027
RATE,420,889,Sudbury Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6.59,1042026,31032027
RATE,421,889,Sudbury Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.69,1042026,31032027
RATE,422,898,Temagami Forest,CON,Conifer,FRC,Forest Renewal Charge,6.7,1042026,31032027
RATE,423,898,Temagami Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,1.18,1042026,31032027
RATE,424,898,Temagami Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,4.7,1042026,31032027
RATE,425,898,Temagami Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.47,1042026,31032027
RATE,426,898,Temagami Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.47,1042026,31032027
RATE,427,898,Temagami Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,3.19,1042026,31032027
RATE,428,898,Temagami Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.71,1042026,31032027
RATE,429,898,Temagami Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,6.7,1042026,31032027
RATE,430,898,Temagami Forest,POP,Poplar,FRC,Forest Renewal Charge,0.71,1042026,31032027
RATE,431,898,Temagami Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,12.93,1042026,31032027
RATE,432,898,Temagami Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,7.26,1042026,31032027
RATE,433,898,Temagami Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.71,1042026,31032027
RATE,434,930,Romeo Malette Forest,CON,Conifer,FRC,Forest Renewal Charge,5.3,1042026,31032027
RATE,435,930,Romeo Malette Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,4.3,1042026,31032027
RATE,436,930,Romeo Malette Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,437,930,Romeo Malette Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,438,930,Romeo Malette Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,439,930,Romeo Malette Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,440,930,Romeo Malette Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,441,930,Romeo Malette Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,442,930,Romeo Malette Forest,POP,Poplar,FRC,Forest Renewal Charge,0.53,1042026,31032027
RATE,443,930,Romeo Malette Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,444,930,Romeo Malette Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,445,930,Romeo Malette Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.53,1042026,31032027
RATE,446,966,Pic Forest,CON,Conifer,FRC,Forest Renewal Charge,7.5,1042026,31032027
RATE,447,966,Pic Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,4.25,1042026,31032027
RATE,448,966,Pic Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,449,966,Pic Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,450,966,Pic Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.48,1042026,31032027
RATE,451,966,Pic Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,0.48,1042026,31032027
RATE,452,966,Pic Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.48,1042026,31032027
RATE,453,966,Pic Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0.48,1042026,31032027
RATE,454,966,Pic Forest,POP,Poplar,FRC,Forest Renewal Charge,0.48,1042026,31032027
RATE,455,966,Pic Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,456,966,Pic Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,11,1042026,31032027
RATE,457,966,Pic Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.48,1042026,31032027
RATE,458,990,Southern Ontario,CON,Conifer,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,459,990,Southern Ontario,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,460,990,Southern Ontario,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
